claim_id;activity_instance;activity;Inicio;Fin;resource;result;type;value;agent;.order
589;17385;Pay Back Decision;31-10-2009;01-11-2009;Manager 3;NA;NA;NA;NA;12292
589;17386;Pay Claim;16-12-2009;16-12-2009;Assistant 9;NA;NA;NA;NA;12293
590;17387;Accident;13-08-2009;13-08-2009;Client x;NA;NA;NA;NA;12294
590;17388;File Claim;21-08-2009;21-08-2009;Client x;NA;Car;2445;Agent H;12295
590;17389;Check Contract;24-08-2009;25-08-2009;Assistant 9;OK;NA;NA;NA;12296
590;17390;Franchise?;25-08-2009;25-08-2009;Assistant 9;By client;NA;NA;NA;12297
590;17391;Covered?;27-08-2009;27-08-2009;Assistant 9;OK;NA;NA;NA;12298
590;17392;Acceptance Decision;01-09-2009;01-09-2009;Manager 3;NA;NA;NA;NA;12299
590;17393;Start Investigation;13-09-2009;13-09-2009;Assistant 9;NA;NA;NA;NA;12300
590;17394;Appoint Lawyer;22-09-2009;22-09-2009;Manager 3;NA;NA;NA;NA;12301
590;17395;Appoint Expert;22-09-2009;22-09-2009;Manager 3;NA;NA;NA;NA;12302
590;17396;Receive Conclusion Lawyer;12-10-2009;12-10-2009;Assistant 9;NA;NA;NA;NA;12303
590;17397;Receive Conclusion Expert;22-10-2009;22-10-2009;Assistant 9;NA;NA;NA;NA;12304
590;17398;Pay Back Decision;01-11-2009;02-11-2009;Manager 3;NA;NA;NA;NA;12305
590;17399;Pay Claim;17-12-2009;17-12-2009;Assistant 9;NA;NA;NA;NA;12306
591;17400;Accident;14-08-2009;14-08-2009;Client x;NA;NA;NA;NA;12307
591;17401;File Claim;22-08-2009;22-08-2009;Client x;NA;Car;2450;Agent H;12308
591;17402;Check Contract;25-08-2009;26-08-2009;Assistant 9;OK;NA;NA;NA;12309
591;17403;Franchise?;26-08-2009;26-08-2009;Assistant 9;By client;NA;NA;NA;12310
591;17404;Covered?;28-08-2009;28-08-2009;Assistant 9;NOK;NA;NA;NA;12311
591;17405;Acceptance Decision;02-09-2009;02-09-2009;Manager 3;NA;NA;NA;NA;12312
591;17406;Reject Claim;05-09-2009;05-09-2009;Manager 3;NA;NA;NA;NA;12313
592;17407;Accident;15-08-2009;15-08-2009;Client x;NA;NA;NA;NA;12314
592;17408;File Claim;23-08-2009;23-08-2009;Client x;NA;Car;2455;Agent I;12315
592;17409;Check Contract;26-08-2009;27-08-2009;Assistant 9;OK;NA;NA;NA;12316
592;17410;Franchise?;27-08-2009;27-08-2009;Assistant 9;By client;NA;NA;NA;12317
592;17411;Covered?;29-08-2009;29-08-2009;Assistant 9;OK;NA;NA;NA;12318
592;17412;Acceptance Decision;03-09-2009;03-09-2009;Manager 3;NA;NA;NA;NA;12319
592;17413;Start Investigation;15-09-2009;15-09-2009;Assistant 9;NA;NA;NA;NA;12320
592;17414;Appoint Lawyer;24-09-2009;24-09-2009;Manager 3;NA;NA;NA;NA;12321
592;17415;Appoint Expert;24-09-2009;24-09-2009;Manager 3;NA;NA;NA;NA;12322
592;17416;Receive Conclusion Lawyer;14-10-2009;14-10-2009;Assistant 9;NA;NA;NA;NA;12323
592;17417;Receive Conclusion Expert;24-10-2009;24-10-2009;Assistant 9;NA;NA;NA;NA;12324
592;17418;Pay Back Decision;03-11-2009;04-11-2009;Manager 3;NA;NA;NA;NA;12325
592;17419;Pay Claim;19-12-2009;19-12-2009;Assistant 9;NA;NA;NA;NA;12326
593;17420;Accident;16-08-2009;16-08-2009;Client x;NA;NA;NA;NA;12327
593;17421;File Claim;24-08-2009;24-08-2009;Client x;NA;Car;2460;Agent D;12328
593;17422;Check Contract;27-08-2009;28-08-2009;Assistant 9;OK;NA;NA;NA;12329
593;17423;Franchise?;28-08-2009;28-08-2009;Assistant 9;By client;NA;NA;NA;12330
593;17424;Covered?;30-08-2009;30-08-2009;Assistant 9;OK;NA;NA;NA;12331
593;17425;Acceptance Decision;04-09-2009;04-09-2009;Manager 3;NA;NA;NA;NA;12332
593;17426;Start Investigation;16-09-2009;16-09-2009;Assistant 9;NA;NA;NA;NA;12333
593;17427;Appoint Lawyer;25-09-2009;25-09-2009;Manager 3;NA;NA;NA;NA;12334
593;17428;Appoint Expert;25-09-2009;25-09-2009;Manager 3;NA;NA;NA;NA;12335
593;17429;Receive Conclusion Lawyer;15-10-2009;15-10-2009;Assistant 9;NA;NA;NA;NA;12336
593;17430;Receive Conclusion Expert;25-10-2009;25-10-2009;Assistant 9;NA;NA;NA;NA;12337
593;17431;Pay Back Decision;04-11-2009;05-11-2009;Manager 3;NA;NA;NA;NA;12338
593;17432;No Refund;15-11-2009;16-11-2009;Manager 3;NA;NA;NA;NA;12339
594;17433;Accident;17-08-2009;17-08-2009;Client x;NA;NA;NA;NA;12340
594;17434;File Claim;25-08-2009;25-08-2009;Client x;NA;Health;7850;Agent D;12341
594;17435;Check Contract;28-08-2009;29-08-2009;Assistant 9;OK;NA;NA;NA;12342
594;17436;Franchise?;29-08-2009;29-08-2009;Assistant 9;By client;NA;NA;NA;12343
594;17437;Covered?;31-08-2009;31-08-2009;Assistant 9;OK;NA;NA;NA;12344
594;17438;Acceptance Decision;05-09-2009;05-09-2009;Manager 3;NA;NA;NA;NA;12345
594;17439;Start Investigation;17-09-2009;17-09-2009;Assistant 9;NA;NA;NA;NA;12346
594;17440;Appoint Lawyer;26-09-2009;26-09-2009;Manager 3;NA;NA;NA;NA;12347
594;17441;Appoint Expert;26-09-2009;26-09-2009;Manager 3;NA;NA;NA;NA;12348
594;17442;Receive Conclusion Lawyer;16-10-2009;16-10-2009;Assistant 9;NA;NA;NA;NA;12349
594;17443;Receive Conclusion Expert;26-10-2009;26-10-2009;Assistant 9;NA;NA;NA;NA;12350
594;17444;Pay Back Decision;05-11-2009;06-11-2009;Manager 3;NA;NA;NA;NA;12351
594;17445;Pay Claim;21-12-2009;21-12-2009;Assistant 9;NA;NA;NA;NA;12352
595;17446;Accident;18-08-2009;18-08-2009;Client x;NA;NA;NA;NA;12353
595;17447;File Claim;26-08-2009;26-08-2009;Client x;NA;Health;7900;Agent E;12354
595;17448;Check Contract;29-08-2009;30-08-2009;Assistant 9;OK;NA;NA;NA;12355
595;17449;Franchise?;30-08-2009;30-08-2009;Assistant 9;By client;NA;NA;NA;12356
595;17450;Covered?;01-09-2009;01-09-2009;Assistant 9;OK;NA;NA;NA;12357
595;17451;Acceptance Decision;06-09-2009;06-09-2009;Manager 3;NA;NA;NA;NA;12358
595;17452;Start Investigation;18-09-2009;18-09-2009;Assistant 9;NA;NA;NA;NA;12359
595;17453;Appoint Lawyer;27-09-2009;27-09-2009;Manager 3;NA;NA;NA;NA;12360
595;17454;Appoint Expert;27-09-2009;27-09-2009;Manager 3;NA;NA;NA;NA;12361
595;17455;Receive Conclusion Lawyer;17-10-2009;17-10-2009;Assistant 9;NA;NA;NA;NA;12362
595;17456;Receive Conclusion Expert;27-10-2009;27-10-2009;Assistant 9;NA;NA;NA;NA;12363
595;17457;Pay Back Decision;06-11-2009;07-11-2009;Manager 3;NA;NA;NA;NA;12364
595;17458;Pay Claim;22-12-2009;22-12-2009;Assistant 9;NA;NA;NA;NA;12365
596;17459;Accident;19-08-2009;19-08-2009;Client x;NA;NA;NA;NA;12366
596;17460;File Claim;27-08-2009;27-08-2009;Client x;NA;House;11450;Agent H;12367
596;17461;Check Contract;30-08-2009;31-08-2009;Assistant 9;OK;NA;NA;NA;12368
596;17462;Franchise?;31-08-2009;31-08-2009;Assistant 9;By client;NA;NA;NA;12369
596;17463;Covered?;02-09-2009;02-09-2009;Assistant 9;OK;NA;NA;NA;12370
596;17464;Acceptance Decision;07-09-2009;07-09-2009;Manager 3;NA;NA;NA;NA;12371
596;17465;Start Investigation;19-09-2009;19-09-2009;Assistant 9;NA;NA;NA;NA;12372
596;17466;Appoint Lawyer;28-09-2009;28-09-2009;Manager 3;NA;NA;NA;NA;12373
596;17467;Appoint Expert;28-09-2009;28-09-2009;Manager 3;NA;NA;NA;NA;12374
596;17468;Receive Conclusion Lawyer;18-10-2009;18-10-2009;Assistant 9;NA;NA;NA;NA;12375
596;17469;Receive Conclusion Expert;28-10-2009;28-10-2009;Assistant 9;NA;NA;NA;NA;12376
596;17470;Pay Back Decision;07-11-2009;08-11-2009;Manager 3;NA;NA;NA;NA;12377
596;17471;Pay Claim;23-12-2009;23-12-2009;Assistant 9;NA;NA;NA;NA;12378
597;17472;Accident;20-08-2009;20-08-2009;Client x;NA;NA;NA;NA;12379
597;17473;File Claim;28-08-2009;28-08-2009;Client x;NA;Car;2465;Agent E;12380
597;17474;Check Contract;31-08-2009;01-09-2009;Assistant 9;OK;NA;NA;NA;12381
597;17475;Franchise?;01-09-2009;01-09-2009;Assistant 9;By client;NA;NA;NA;12382
597;17476;Covered?;03-09-2009;03-09-2009;Assistant 9;OK;NA;NA;NA;12383
597;17477;Acceptance Decision;08-09-2009;08-09-2009;Manager 3;NA;NA;NA;NA;12384
597;17478;Start Investigation;20-09-2009;20-09-2009;Assistant 9;NA;NA;NA;NA;12385
597;17479;Appoint Lawyer;29-09-2009;29-09-2009;Manager 3;NA;NA;NA;NA;12386
597;17480;Appoint Expert;29-09-2009;29-09-2009;Manager 3;NA;NA;NA;NA;12387
597;17481;Receive Conclusion Lawyer;19-10-2009;19-10-2009;Assistant 9;NA;NA;NA;NA;12388
597;17482;Receive Conclusion Expert;29-10-2009;29-10-2009;Assistant 9;NA;NA;NA;NA;12389
597;17483;Pay Back Decision;08-11-2009;09-11-2009;Manager 3;NA;NA;NA;NA;12390
597;17484;No Refund;19-11-2009;20-11-2009;Manager 3;NA;NA;NA;NA;12391
598;17485;Accident;21-08-2009;21-08-2009;Client x;NA;NA;NA;NA;12392
598;17486;File Claim;29-08-2009;29-08-2009;Client x;NA;Car;2470;Agent F;12393
598;17487;Check Contract;01-09-2009;02-09-2009;Assistant 9;OK;NA;NA;NA;12394
598;17488;Franchise?;02-09-2009;02-09-2009;Assistant 9;By client;NA;NA;NA;12395
598;17489;Covered?;04-09-2009;04-09-2009;Assistant 9;OK;NA;NA;NA;12396
598;17490;Acceptance Decision;09-09-2009;09-09-2009;Manager 3;NA;NA;NA;NA;12397
598;17491;Start Investigation;21-09-2009;21-09-2009;Assistant 9;NA;NA;NA;NA;12398
598;17492;Appoint Lawyer;30-09-2009;30-09-2009;Manager 3;NA;NA;NA;NA;12399
598;17493;Appoint Expert;30-09-2009;30-09-2009;Manager 3;NA;NA;NA;NA;12400
598;17494;Receive Conclusion Lawyer;20-10-2009;20-10-2009;Assistant 9;NA;NA;NA;NA;12401
598;17495;Receive Conclusion Expert;30-10-2009;30-10-2009;Assistant 9;NA;NA;NA;NA;12402
598;17496;Pay Back Decision;09-11-2009;10-11-2009;Manager 3;NA;NA;NA;NA;12403
598;17497;Pay Claim;25-12-2009;25-12-2009;Assistant 9;NA;NA;NA;NA;12404
599;17498;Accident;22-08-2009;22-08-2009;Client x;NA;NA;NA;NA;12405
599;17499;File Claim;30-08-2009;30-08-2009;Client x;NA;Car;2475;Agent A;12406
599;17500;Check Contract;02-09-2009;03-09-2009;Assistant 9;OK;NA;NA;NA;12407
599;17501;Franchise?;03-09-2009;03-09-2009;Assistant 9;By client;NA;NA;NA;12408
599;17502;Covered?;05-09-2009;05-09-2009;Assistant 9;OK;NA;NA;NA;12409
599;17503;Acceptance Decision;10-09-2009;10-09-2009;Manager 3;NA;NA;NA;NA;12410
599;17504;Start Investigation;22-09-2009;22-09-2009;Assistant 9;NA;NA;NA;NA;12411
599;17505;Appoint Lawyer;01-10-2009;01-10-2009;Manager 3;NA;NA;NA;NA;12412
599;17506;Appoint Expert;01-10-2009;01-10-2009;Manager 3;NA;NA;NA;NA;12413
599;17507;Receive Conclusion Lawyer;21-10-2009;21-10-2009;Assistant 9;NA;NA;NA;NA;12414
599;17508;Receive Conclusion Expert;31-10-2009;31-10-2009;Assistant 9;NA;NA;NA;NA;12415
599;17509;Pay Back Decision;10-11-2009;11-11-2009;Manager 3;NA;NA;NA;NA;12416
599;17510;Pay Claim;26-12-2009;26-12-2009;Assistant 9;NA;NA;NA;NA;12417
600;17511;Accident;23-08-2009;23-08-2009;Client x;NA;NA;NA;NA;12418
600;17512;File Claim;31-08-2009;31-08-2009;Client x;NA;Health;7950;Agent F;12419
600;17513;Check Contract;03-09-2009;04-09-2009;Assistant 9;OK;NA;NA;NA;12420
600;17514;Franchise?;04-09-2009;04-09-2009;Assistant 9;By client;NA;NA;NA;12421
600;17515;Covered?;06-09-2009;06-09-2009;Assistant 9;OK;NA;NA;NA;12422
600;17516;Acceptance Decision;11-09-2009;11-09-2009;Manager 3;NA;NA;NA;NA;12423
600;17517;Start Investigation;23-09-2009;23-09-2009;Assistant 9;NA;NA;NA;NA;12424
600;17518;Appoint Lawyer;02-10-2009;02-10-2009;Manager 3;NA;NA;NA;NA;12425
600;17519;Appoint Expert;02-10-2009;02-10-2009;Manager 3;NA;NA;NA;NA;12426
600;17520;Receive Conclusion Lawyer;22-10-2009;22-10-2009;Assistant 9;NA;NA;NA;NA;12427
600;17521;Receive Conclusion Expert;01-11-2009;01-11-2009;Assistant 9;NA;NA;NA;NA;12428
600;17522;Pay Back Decision;11-11-2009;12-11-2009;Manager 3;NA;NA;NA;NA;12429
600;17523;Pay Claim;27-12-2009;27-12-2009;Assistant 9;NA;NA;NA;NA;12430
601;17524;Accident;24-08-2009;24-08-2009;Client x;NA;NA;NA;NA;12431
601;17525;File Claim;01-09-2009;01-09-2009;Client x;NA;Health;8000;Agent A;12432
601;17526;Check Contract;04-09-2009;05-09-2009;Assistant 9;OK;NA;NA;NA;12433
601;17527;Franchise?;05-09-2009;05-09-2009;Assistant 9;By client;NA;NA;NA;12434
601;17528;Covered?;07-09-2009;07-09-2009;Assistant 9;OK;NA;NA;NA;12435
601;17529;Acceptance Decision;12-09-2009;12-09-2009;Manager 3;NA;NA;NA;NA;12436
601;17530;Start Investigation;24-09-2009;24-09-2009;Assistant 9;NA;NA;NA;NA;12437
601;17531;Appoint Lawyer;03-10-2009;03-10-2009;Manager 3;NA;NA;NA;NA;12438
601;17532;Appoint Expert;03-10-2009;03-10-2009;Manager 3;NA;NA;NA;NA;12439
601;17533;Receive Conclusion Lawyer;23-10-2009;23-10-2009;Assistant 9;NA;NA;NA;NA;12440
601;17534;Receive Conclusion Expert;02-11-2009;02-11-2009;Assistant 9;NA;NA;NA;NA;12441
601;17535;Pay Back Decision;12-11-2009;13-11-2009;Manager 3;NA;NA;NA;NA;12442
601;17536;Pay Claim;28-12-2009;28-12-2009;Assistant 9;NA;NA;NA;NA;12443
602;17537;Accident;25-08-2009;25-08-2009;Client x;NA;NA;NA;NA;12444
602;17538;File Claim;02-09-2009;02-09-2009;Client x;NA;House;11600;Agent I;12445
602;17539;Check Contract;05-09-2009;06-09-2009;Assistant 9;OK;NA;NA;NA;12446
602;17540;Franchise?;06-09-2009;06-09-2009;Assistant 9;By client;NA;NA;NA;12447
602;17541;Covered?;08-09-2009;08-09-2009;Assistant 9;OK;NA;NA;NA;12448
602;17542;Acceptance Decision;13-09-2009;13-09-2009;Manager 3;NA;NA;NA;NA;12449
602;17543;Start Investigation;25-09-2009;25-09-2009;Assistant 9;NA;NA;NA;NA;12450
602;17544;Appoint Lawyer;04-10-2009;04-10-2009;Manager 3;NA;NA;NA;NA;12451
602;17545;Appoint Expert;04-10-2009;04-10-2009;Manager 3;NA;NA;NA;NA;12452
602;17546;Receive Conclusion Lawyer;24-10-2009;24-10-2009;Assistant 9;NA;NA;NA;NA;12453
602;17547;Receive Conclusion Expert;03-11-2009;03-11-2009;Assistant 9;NA;NA;NA;NA;12454
602;17548;Pay Back Decision;13-11-2009;14-11-2009;Manager 3;NA;NA;NA;NA;12455
602;17549;No Refund;24-11-2009;25-11-2009;Manager 3;NA;NA;NA;NA;12456
603;17550;Accident;26-08-2009;26-08-2009;Client x;NA;NA;NA;NA;12457
603;17551;File Claim;03-09-2009;03-09-2009;Client x;NA;Car;2480;Agent B;12458
603;17552;Check Contract;06-09-2009;07-09-2009;Assistant 9;OK;NA;NA;NA;12459
603;17553;Franchise?;07-09-2009;07-09-2009;Assistant 9;By client;NA;NA;NA;12460
603;17554;Covered?;09-09-2009;09-09-2009;Assistant 9;OK;NA;NA;NA;12461
603;17555;Acceptance Decision;14-09-2009;14-09-2009;Manager 3;NA;NA;NA;NA;12462
603;17556;Start Investigation;26-09-2009;26-09-2009;Assistant 9;NA;NA;NA;NA;12463
603;17557;Appoint Lawyer;05-10-2009;05-10-2009;Manager 3;NA;NA;NA;NA;12464
603;17558;Appoint Expert;05-10-2009;05-10-2009;Manager 3;NA;NA;NA;NA;12465
603;17559;Receive Conclusion Lawyer;25-10-2009;25-10-2009;Assistant 9;NA;NA;NA;NA;12466
603;17560;Receive Conclusion Expert;04-11-2009;04-11-2009;Assistant 9;NA;NA;NA;NA;12467
603;17561;Pay Back Decision;14-11-2009;15-11-2009;Manager 3;NA;NA;NA;NA;12468
603;17562;Pay Claim;30-12-2009;30-12-2009;Assistant 9;NA;NA;NA;NA;12469
604;17563;Accident;27-08-2009;27-08-2009;Client x;NA;NA;NA;NA;12470
604;17564;File Claim;04-09-2009;04-09-2009;Client x;NA;Car;2485;Agent C;12471
604;17565;Check Contract;07-09-2009;08-09-2009;Assistant 9;OK;NA;NA;NA;12472
604;17566;Franchise?;08-09-2009;08-09-2009;Assistant 9;By client;NA;NA;NA;12473
604;17567;Covered?;10-09-2009;10-09-2009;Assistant 9;OK;NA;NA;NA;12474
604;17568;Acceptance Decision;15-09-2009;15-09-2009;Manager 3;NA;NA;NA;NA;12475
604;17569;Start Investigation;27-09-2009;27-09-2009;Assistant 9;NA;NA;NA;NA;12476
604;17570;Appoint Lawyer;06-10-2009;06-10-2009;Manager 3;NA;NA;NA;NA;12477
604;17571;Appoint Expert;06-10-2009;06-10-2009;Manager 3;NA;NA;NA;NA;12478
604;17572;Receive Conclusion Lawyer;26-10-2009;26-10-2009;Assistant 9;NA;NA;NA;NA;12479
604;17573;Receive Conclusion Expert;05-11-2009;05-11-2009;Assistant 9;NA;NA;NA;NA;12480
604;17574;Pay Back Decision;15-11-2009;16-11-2009;Manager 3;NA;NA;NA;NA;12481
604;17575;Pay Claim;31-12-2009;31-12-2009;Assistant 9;NA;NA;NA;NA;12482
605;17576;Accident;28-08-2009;28-08-2009;Client x;NA;NA;NA;NA;12483
605;17577;File Claim;05-09-2009;05-09-2009;Client x;NA;Car;2490;Agent D;12484
605;17578;Check Contract;08-09-2009;09-09-2009;Assistant 9;OK;NA;NA;NA;12485
605;17579;Franchise?;09-09-2009;09-09-2009;Assistant 9;By client;NA;NA;NA;12486
605;17580;Covered?;11-09-2009;11-09-2009;Assistant 9;OK;NA;NA;NA;12487
605;17581;Acceptance Decision;16-09-2009;16-09-2009;Manager 3;NA;NA;NA;NA;12488
605;17582;Start Investigation;28-09-2009;28-09-2009;Assistant 9;NA;NA;NA;NA;12489
605;17583;Appoint Lawyer;07-10-2009;07-10-2009;Manager 3;NA;NA;NA;NA;12490
605;17584;Appoint Expert;07-10-2009;07-10-2009;Manager 3;NA;NA;NA;NA;12491
605;17585;Receive Conclusion Lawyer;27-10-2009;27-10-2009;Assistant 9;NA;NA;NA;NA;12492
605;17586;Receive Conclusion Expert;06-11-2009;06-11-2009;Assistant 9;NA;NA;NA;NA;12493
605;17587;Pay Back Decision;16-11-2009;17-11-2009;Manager 3;NA;NA;NA;NA;12494
605;17588;Pay Claim;01-01-2010;01-01-2010;Assistant 9;NA;NA;NA;NA;12495
606;17589;Accident;29-08-2009;29-08-2009;Client x;NA;NA;NA;NA;12496
606;17590;File Claim;06-09-2009;06-09-2009;Client x;NA;Car;2495;Agent E;12497
606;17591;Check Contract;09-09-2009;10-09-2009;Assistant 9;OK;NA;NA;NA;12498
606;17592;Franchise?;10-09-2009;10-09-2009;Assistant 9;By client;NA;NA;NA;12499
606;17593;Covered?;12-09-2009;12-09-2009;Assistant 9;OK;NA;NA;NA;12500
606;17594;Acceptance Decision;17-09-2009;17-09-2009;Manager 3;NA;NA;NA;NA;12501
606;17595;Start Investigation;29-09-2009;29-09-2009;Assistant 9;NA;NA;NA;NA;12502
606;17596;Appoint Lawyer;08-10-2009;08-10-2009;Manager 3;NA;NA;NA;NA;12503
606;17597;Appoint Expert;08-10-2009;08-10-2009;Manager 3;NA;NA;NA;NA;12504
606;17598;Receive Conclusion Lawyer;28-10-2009;28-10-2009;Assistant 9;NA;NA;NA;NA;12505
606;17599;Receive Conclusion Expert;07-11-2009;07-11-2009;Assistant 9;NA;NA;NA;NA;12506
606;17600;Pay Back Decision;17-11-2009;18-11-2009;Manager 3;NA;NA;NA;NA;12507
606;17601;Pay Claim;02-01-2010;02-01-2010;Assistant 9;NA;NA;NA;NA;12508
607;17602;Accident;30-08-2009;30-08-2009;Client x;NA;NA;NA;NA;12509
607;17603;File Claim;07-09-2009;07-09-2009;Client x;NA;Car;2500;Agent F;12510
607;17604;Check Contract;10-09-2009;11-09-2009;Assistant 9;OK;NA;NA;NA;12511
607;17605;Franchise?;11-09-2009;11-09-2009;Assistant 9;By client;NA;NA;NA;12512
607;17606;Covered?;13-09-2009;13-09-2009;Assistant 9;OK;NA;NA;NA;12513
607;17607;Acceptance Decision;18-09-2009;18-09-2009;Manager 3;NA;NA;NA;NA;12514
607;17608;Start Investigation;30-09-2009;30-09-2009;Assistant 9;NA;NA;NA;NA;12515
607;17609;Appoint Lawyer;09-10-2009;09-10-2009;Manager 3;NA;NA;NA;NA;12516
607;17610;Appoint Expert;09-10-2009;09-10-2009;Manager 3;NA;NA;NA;NA;12517
607;17611;Receive Conclusion Lawyer;29-10-2009;29-10-2009;Assistant 9;NA;NA;NA;NA;12518
607;17612;Receive Conclusion Expert;08-11-2009;08-11-2009;Assistant 9;NA;NA;NA;NA;12519
607;17613;Pay Back Decision;18-11-2009;19-11-2009;Manager 3;NA;NA;NA;NA;12520
607;17614;Pay Claim;03-01-2010;03-01-2010;Assistant 9;NA;NA;NA;NA;12521
608;17615;Accident;31-08-2009;31-08-2009;Client x;NA;NA;NA;NA;12522
608;17616;File Claim;08-09-2009;08-09-2009;Client x;NA;Health;8050;Agent B;12523
608;17617;Check Contract;11-09-2009;12-09-2009;Assistant 9;OK;NA;NA;NA;12524
608;17618;Franchise?;12-09-2009;12-09-2009;Assistant 9;By client;NA;NA;NA;12525
608;17619;Covered?;14-09-2009;14-09-2009;Assistant 9;OK;NA;NA;NA;12526
608;17620;Acceptance Decision;19-09-2009;19-09-2009;Manager 3;NA;NA;NA;NA;12527
608;17621;Start Investigation;01-10-2009;01-10-2009;Assistant 9;NA;NA;NA;NA;12528
608;17622;Appoint Lawyer;10-10-2009;10-10-2009;Manager 3;NA;NA;NA;NA;12529
608;17623;Appoint Expert;10-10-2009;10-10-2009;Manager 3;NA;NA;NA;NA;12530
608;17624;Receive Conclusion Lawyer;30-10-2009;30-10-2009;Assistant 9;NA;NA;NA;NA;12531
608;17625;Receive Conclusion Expert;09-11-2009;09-11-2009;Assistant 9;NA;NA;NA;NA;12532
608;17626;Pay Back Decision;19-11-2009;20-11-2009;Manager 3;NA;NA;NA;NA;12533
608;17627;Pay Claim;04-01-2010;04-01-2010;Assistant 9;NA;NA;NA;NA;12534
609;17628;Accident;01-09-2009;01-09-2009;Client x;NA;NA;NA;NA;12535
609;17629;File Claim;09-09-2009;09-09-2009;Client x;NA;Health;8100;Agent C;12536
609;17630;Check Contract;12-09-2009;13-09-2009;Assistant 9;OK;NA;NA;NA;12537
609;17631;Franchise?;13-09-2009;13-09-2009;Assistant 9;By client;NA;NA;NA;12538
609;17632;Covered?;15-09-2009;15-09-2009;Assistant 9;OK;NA;NA;NA;12539
609;17633;Acceptance Decision;20-09-2009;20-09-2009;Manager 3;NA;NA;NA;NA;12540
609;17634;Start Investigation;02-10-2009;02-10-2009;Assistant 9;NA;NA;NA;NA;12541
609;17635;Appoint Lawyer;11-10-2009;11-10-2009;Manager 3;NA;NA;NA;NA;12542
609;17636;Appoint Expert;11-10-2009;11-10-2009;Manager 3;NA;NA;NA;NA;12543
609;17637;Receive Conclusion Lawyer;31-10-2009;31-10-2009;Assistant 9;NA;NA;NA;NA;12544
609;17638;Receive Conclusion Expert;10-11-2009;10-11-2009;Assistant 9;NA;NA;NA;NA;12545
609;17639;Pay Back Decision;20-11-2009;21-11-2009;Manager 3;NA;NA;NA;NA;12546
609;17640;Pay Claim;05-01-2010;05-01-2010;Assistant 9;NA;NA;NA;NA;12547
610;17641;Accident;02-09-2009;02-09-2009;Client x;NA;NA;NA;NA;12548
610;17642;File Claim;10-09-2009;10-09-2009;Client x;NA;Car;2505;Agent G;12549
610;17643;Check Contract;13-09-2009;14-09-2009;Assistant 9;OK;NA;NA;NA;12550
610;17644;Franchise?;14-09-2009;14-09-2009;Assistant 9;By client;NA;NA;NA;12551
610;17645;Covered?;16-09-2009;16-09-2009;Assistant 9;OK;NA;NA;NA;12552
610;17646;Acceptance Decision;21-09-2009;21-09-2009;Manager 3;NA;NA;NA;NA;12553
610;17647;Start Investigation;03-10-2009;03-10-2009;Assistant 9;NA;NA;NA;NA;12554
610;17648;Appoint Lawyer;12-10-2009;12-10-2009;Manager 3;NA;NA;NA;NA;12555
610;17649;Appoint Expert;12-10-2009;12-10-2009;Manager 3;NA;NA;NA;NA;12556
610;17650;Receive Conclusion Lawyer;01-11-2009;01-11-2009;Assistant 9;NA;NA;NA;NA;12557
610;17651;Receive Conclusion Expert;11-11-2009;11-11-2009;Assistant 9;NA;NA;NA;NA;12558
610;17652;Pay Back Decision;21-11-2009;22-11-2009;Manager 3;NA;NA;NA;NA;12559
610;17653;No Refund;02-12-2009;03-12-2009;Manager 3;NA;NA;NA;NA;12560
611;17654;Accident;03-09-2009;03-09-2009;Client x;NA;NA;NA;NA;12561
611;17655;File Claim;11-09-2009;11-09-2009;Client x;NA;Car;2510;Agent H;12562
611;17656;Check Contract;14-09-2009;15-09-2009;Assistant 9;OK;NA;NA;NA;12563
611;17657;Franchise?;15-09-2009;15-09-2009;Assistant 9;By client;NA;NA;NA;12564
611;17658;Covered?;17-09-2009;17-09-2009;Assistant 9;OK;NA;NA;NA;12565
611;17659;Acceptance Decision;22-09-2009;22-09-2009;Manager 3;NA;NA;NA;NA;12566
611;17660;Start Investigation;04-10-2009;04-10-2009;Assistant 9;NA;NA;NA;NA;12567
611;17661;Appoint Lawyer;13-10-2009;13-10-2009;Manager 3;NA;NA;NA;NA;12568
611;17662;Appoint Expert;13-10-2009;13-10-2009;Manager 3;NA;NA;NA;NA;12569
611;17663;Receive Conclusion Lawyer;02-11-2009;02-11-2009;Assistant 9;NA;NA;NA;NA;12570
611;17664;Receive Conclusion Expert;12-11-2009;12-11-2009;Assistant 9;NA;NA;NA;NA;12571
611;17665;Pay Back Decision;22-11-2009;23-11-2009;Manager 3;NA;NA;NA;NA;12572
